initial leftsum: 131072
i: 16110, data[i]: 512, leftsum = 130560, rightSum = 512
i: 15675, data[i]: 1, leftsum = 121655, rightSum = 9417
i: 15674, data[i]: 0, leftsum = 121655, rightSum = 9417
i: 15673, data[i]: 0, leftsum = 121655, rightSum = 9417
i: 15672, data[i]: 0, leftsum = 121655, rightSum = 9417
i: 15671, data[i]: 0, leftsum = 121655, rightSum = 9417
i: 15670, data[i]: 0, leftsum = 121655, rightSum = 9417
i: 15669, data[i]: 0, leftsum = 121655, rightSum = 9417
i: 15668, data[i]: 0, leftsum = 121655, rightSum = 9417
i: 15667, data[i]: 0, leftsum = 121655, rightSum = 9417
i: 15666, data[i]: 0, leftsum = 121655, rightSum = 9417
i: 15665, data[i]: 1, leftsum = 121654, rightSum = 9418
i: 15664, data[i]: 1, leftsum = 121653, rightSum = 9419
i: 15663, data[i]: 1, leftsum = 121652, rightSum = 9420
i: 15662, data[i]: 1, leftsum = 121651, rightSum = 9421
i: 15661, data[i]: 0, leftsum = 121651, rightSum = 9421
i: 15660, data[i]: 0, leftsum = 121651, rightSum = 9421
i: 15659, data[i]: 1, leftsum = 121650, rightSum = 9422
i: 15658, data[i]: 0, leftsum = 121650, rightSum = 9422
i: 15657, data[i]: 0, leftsum = 121650, rightSum = 9422
i: 15656, data[i]: 0, leftsum = 121650, rightSum = 9422
i: 15655, data[i]: 0, leftsum = 121650, rightSum = 9422
i: 15654, data[i]: 0, leftsum = 121650, rightSum = 9422
i: 15653, data[i]: 0, leftsum = 121650, rightSum = 9422
i: 15652, data[i]: 0, leftsum = 121650, rightSum = 9422
i: 15651, data[i]: 0, leftsum = 121650, rightSum = 9422
i: 15650, data[i]: 0, leftsum = 121650, rightSum = 9422
i: 15649, data[i]: 0, leftsum = 121650, rightSum = 9422
i: 15648, data[i]: 0, leftsum = 121650, rightSum = 9422
i: 15647, data[i]: 0, leftsum = 121650, rightSum = 9422
i: 15646, data[i]: 0, leftsum = 121650, rightSum = 9422
i: 15645, data[i]: 1, leftsum = 121649, rightSum = 9423
i: 15644, data[i]: 0, leftsum = 121649, rightSum = 9423
i: 15643, data[i]: 0, leftsum = 121649, rightSum = 9423
i: 15642, data[i]: 1, leftsum = 121648, rightSum = 9424
i: 15641, data[i]: 0, leftsum = 121648, rightSum = 9424
i: 15640, data[i]: 1, leftsum = 121647, rightSum = 9425
i: 15639, data[i]: 0, leftsum = 121647, rightSum = 9425
i: 15638, data[i]: 0, leftsum = 121647, rightSum = 9425
i: 15637, data[i]: 0, leftsum = 121647, rightSum = 9425
i: 15636, data[i]: 0, leftsum = 121647, rightSum = 9425
i: 15635, data[i]: 0, leftsum = 121647, rightSum = 9425
i: 15634, data[i]: 0, leftsum = 121647, rightSum = 9425
i: 15633, data[i]: 1, leftsum = 121646, rightSum = 9426
i: 15632, data[i]: 0, leftsum = 121646, rightSum = 9426
i: 15631, data[i]: 2, leftsum = 121644, rightSum = 9428
i: 15630, data[i]: 4, leftsum = 121640, rightSum = 9432
i: 15629, data[i]: 1, leftsum = 121639, rightSum = 9433
i: 15628, data[i]: 0, leftsum = 121639, rightSum = 9433
i: 15627, data[i]: 0, leftsum = 121639, rightSum = 9433
i: 15626, data[i]: 1, leftsum = 121638, rightSum = 9434
i: 15625, data[i]: 0, leftsum = 121638, rightSum = 9434
i: 15624, data[i]: 0, leftsum = 121638, rightSum = 9434
i: 15623, data[i]: 0, leftsum = 121638, rightSum = 9434
i: 15622, data[i]: 0, leftsum = 121638, rightSum = 9434
i: 15621, data[i]: 2, leftsum = 121636, rightSum = 9436
i: 15620, data[i]: 4, leftsum = 121632, rightSum = 9440
i: 15619, data[i]: 4, leftsum = 121628, rightSum = 9444
i: 15618, data[i]: 4, leftsum = 121624, rightSum = 9448
i: 15617, data[i]: 4, leftsum = 121620, rightSum = 9452
i: 15616, data[i]: 4, leftsum = 121616, rightSum = 9456
i: 15615, data[i]: 16, leftsum = 121600, rightSum = 9472
i: 15614, data[i]: 4, leftsum = 121596, rightSum = 9476
i: 15613, data[i]: 4, leftsum = 121592, rightSum = 9480
i: 15612, data[i]: 4, leftsum = 121588, rightSum = 9484
i: 15611, data[i]: 2, leftsum = 121586, rightSum = 9486
i: 15610, data[i]: 2, leftsum = 121584, rightSum = 9488
i: 15609, data[i]: 4, leftsum = 121580, rightSum = 9492
i: 15608, data[i]: 4, leftsum = 121576, rightSum = 9496
i: 15607, data[i]: 4, leftsum = 121572, rightSum = 9500
i: 15606, data[i]: 4, leftsum = 121568, rightSum = 9504
i: 15605, data[i]: 16, leftsum = 121552, rightSum = 9520
i: 15604, data[i]: 16, leftsum = 121536, rightSum = 9536
i: 15603, data[i]: 32, leftsum = 121504, rightSum = 9568
i: 15602, data[i]: 8, leftsum = 121496, rightSum = 9576
i: 15601, data[i]: 8, leftsum = 121488, rightSum = 9584
i: 15600, data[i]: 16, leftsum = 121472, rightSum = 9600
i: 15599, data[i]: 64, leftsum = 121408, rightSum = 9664
i: 15598, data[i]: 16, leftsum = 121392, rightSum = 9680
i: 15597, data[i]: 16, leftsum = 121376, rightSum = 9696
i: 15596, data[i]: 16, leftsum = 121360, rightSum = 9712
i: 15595, data[i]: 8, leftsum = 121352, rightSum = 9720
i: 15594, data[i]: 8, leftsum = 121344, rightSum = 9728
i: 15593, data[i]: 128, leftsum = 121216, rightSum = 9856
i: 15592, data[i]: 128, leftsum = 121088, rightSum = 9984
i: 15591, data[i]: 128, leftsum = 120960, rightSum = 10112
i: 15590, data[i]: 128, leftsum = 120832, rightSum = 10240
i: 15589, data[i]: 64, leftsum = 120768, rightSum = 10304
i: 15588, data[i]: 64, leftsum = 120704, rightSum = 10368
i: 15587, data[i]: 64, leftsum = 120640, rightSum = 10432
i: 15586, data[i]: 64, leftsum = 120576, rightSum = 10496
i: 15585, data[i]: 16, leftsum = 120560, rightSum = 10512
i: 15584, data[i]: 16, leftsum = 120544, rightSum = 10528
i: 15583, data[i]: 8, leftsum = 120536, rightSum = 10536
i: 15582, data[i]: 8, leftsum = 120528, rightSum = 10544
i: 15581, data[i]: 16, leftsum = 120512, rightSum = 10560
i: 15580, data[i]: 16, leftsum = 120496, rightSum = 10576
i: 15579, data[i]: 8, leftsum = 120488, rightSum = 10584
i: 15578, data[i]: 4, leftsum = 120484, rightSum = 10588
i: 15577, data[i]: 4, leftsum = 120480, rightSum = 10592
i: 15576, data[i]: 32, leftsum = 120448, rightSum = 10624
i: 15575, data[i]: 64, leftsum = 120384, rightSum = 10688
i: 15574, data[i]: 4, leftsum = 120380, rightSum = 10692
i: 15573, data[i]: 2, leftsum = 120378, rightSum = 10694
i: 15572, data[i]: 1, leftsum = 120377, rightSum = 10695
i: 15571, data[i]: 1, leftsum = 120376, rightSum = 10696
i: 15570, data[i]: 8, leftsum = 120368, rightSum = 10704
i: 15569, data[i]: 8, leftsum = 120360, rightSum = 10712
i: 15568, data[i]: 8, leftsum = 120352, rightSum = 10720
i: 15567, data[i]: 32, leftsum = 120320, rightSum = 10752
i: 15566, data[i]: 8, leftsum = 120312, rightSum = 10760
i: 15565, data[i]: 4, leftsum = 120308, rightSum = 10764
i: 15564, data[i]: 2, leftsum = 120306, rightSum = 10766
i: 15563, data[i]: 2, leftsum = 120304, rightSum = 10768
i: 15562, data[i]: 4, leftsum = 120300, rightSum = 10772
i: 15561, data[i]: 4, leftsum = 120296, rightSum = 10776
i: 15560, data[i]: 1, leftsum = 120295, rightSum = 10777
i: 15559, data[i]: 1, leftsum = 120294, rightSum = 10778
i: 15558, data[i]: 0, leftsum = 120294, rightSum = 10778
i: 15557, data[i]: 0, leftsum = 120294, rightSum = 10778
i: 15556, data[i]: 2, leftsum = 120292, rightSum = 10780
i: 15555, data[i]: 2, leftsum = 120290, rightSum = 10782
i: 15554, data[i]: 2, leftsum = 120288, rightSum = 10784
i: 15553, data[i]: 8, leftsum = 120280, rightSum = 10792
i: 15552, data[i]: 8, leftsum = 120272, rightSum = 10800
i: 15551, data[i]: 16, leftsum = 120256, rightSum = 10816
i: 15550, data[i]: 32, leftsum = 120224, rightSum = 10848
i: 15549, data[i]: 32, leftsum = 120192, rightSum = 10880
i: 15548, data[i]: 64, leftsum = 120128, rightSum = 10944
i: 15547, data[i]: 32, leftsum = 120096, rightSum = 10976
i: 15546, data[i]: 32, leftsum = 120064, rightSum = 11008
i: 15545, data[i]: 16, leftsum = 120048, rightSum = 11024
i: 15544, data[i]: 16, leftsum = 120032, rightSum = 11040
i: 15543, data[i]: 32, leftsum = 120000, rightSum = 11072
i: 15542, data[i]: 32, leftsum = 119968, rightSum = 11104
i: 15541, data[i]: 2, leftsum = 119966, rightSum = 11106
i: 15540, data[i]: 2, leftsum = 119964, rightSum = 11108
i: 15539, data[i]: 4, leftsum = 119960, rightSum = 11112
i: 15538, data[i]: 4, leftsum = 119956, rightSum = 11116
i: 15537, data[i]: 4, leftsum = 119952, rightSum = 11120
i: 15536, data[i]: 16, leftsum = 119936, rightSum = 11136
i: 15535, data[i]: 64, leftsum = 119872, rightSum = 11200
i: 15534, data[i]: 4, leftsum = 119868, rightSum = 11204
i: 15533, data[i]: 4, leftsum = 119864, rightSum = 11208
i: 15532, data[i]: 4, leftsum = 119860, rightSum = 11212
i: 15531, data[i]: 4, leftsum = 119856, rightSum = 11216
i: 15530, data[i]: 8, leftsum = 119848, rightSum = 11224
i: 15529, data[i]: 8, leftsum = 119840, rightSum = 11232
i: 15528, data[i]: 1, leftsum = 119839, rightSum = 11233
i: 15527, data[i]: 1, leftsum = 119838, rightSum = 11234
i: 15526, data[i]: 0, leftsum = 119838, rightSum = 11234
i: 15525, data[i]: 0, leftsum = 119838, rightSum = 11234
i: 15524, data[i]: 0, leftsum = 119838, rightSum = 11234
i: 15523, data[i]: 0, leftsum = 119838, rightSum = 11234
i: 15522, data[i]: 0, leftsum = 119838, rightSum = 11234
i: 15521, data[i]: 1, leftsum = 119837, rightSum = 11235
i: 15520, data[i]: 0, leftsum = 119837, rightSum = 11235
i: 15519, data[i]: 0, leftsum = 119837, rightSum = 11235
i: 15518, data[i]: 0, leftsum = 119837, rightSum = 11235
i: 15517, data[i]: 1, leftsum = 119836, rightSum = 11236
i: 15516, data[i]: 0, leftsum = 119836, rightSum = 11236
i: 15515, data[i]: 4, leftsum = 119832, rightSum = 11240
i: 15514, data[i]: 1, leftsum = 119831, rightSum = 11241
i: 15513, data[i]: 0, leftsum = 119831, rightSum = 11241
i: 15512, data[i]: 0, leftsum = 119831, rightSum = 11241
i: 15511, data[i]: 0, leftsum = 119831, rightSum = 11241
i: 15510, data[i]: 1, leftsum = 119830, rightSum = 11242
i: 15509, data[i]: 2, leftsum = 119828, rightSum = 11244
i: 15508, data[i]: 4, leftsum = 119824, rightSum = 11248
i: 15507, data[i]: 4, leftsum = 119820, rightSum = 11252
i: 15506, data[i]: 4, leftsum = 119816, rightSum = 11256
i: 15505, data[i]: 4, leftsum = 119812, rightSum = 11260
i: 15504, data[i]: 2, leftsum = 119810, rightSum = 11262
i: 15503, data[i]: 2, leftsum = 119808, rightSum = 11264
i: 15502, data[i]: 128, leftsum = 119680, rightSum = 11392
i: 15501, data[i]: 128, leftsum = 119552, rightSum = 11520
i: 15500, data[i]: 256, leftsum = 119296, rightSum = 11776
i: 15499, data[i]: 16, leftsum = 119280, rightSum = 11792
i: 15498, data[i]: 16, leftsum = 119264, rightSum = 11808
i: 15497, data[i]: 8, leftsum = 119256, rightSum = 11816
i: 15496, data[i]: 8, leftsum = 119248, rightSum = 11824
i: 15495, data[i]: 16, leftsum = 119232, rightSum = 11840
i: 15494, data[i]: 4, leftsum = 119228, rightSum = 11844
i: 15493, data[i]: 4, leftsum = 119224, rightSum = 11848
i: 15492, data[i]: 8, leftsum = 119216, rightSum = 11856
i: 15491, data[i]: 8, leftsum = 119208, rightSum = 11864
i: 15490, data[i]: 2, leftsum = 119206, rightSum = 11866
i: 15489, data[i]: 2, leftsum = 119204, rightSum = 11868
i: 15488, data[i]: 4, leftsum = 119200, rightSum = 11872
i: 15487, data[i]: 8, leftsum = 119192, rightSum = 11880
i: 15486, data[i]: 8, leftsum = 119184, rightSum = 11888
i: 15485, data[i]: 16, leftsum = 119168, rightSum = 11904
i: 15484, data[i]: 8, leftsum = 119160, rightSum = 11912
i: 15483, data[i]: 8, leftsum = 119152, rightSum = 11920
i: 15482, data[i]: 2, leftsum = 119150, rightSum = 11922
i: 15481, data[i]: 2, leftsum = 119148, rightSum = 11924
i: 15480, data[i]: 4, leftsum = 119144, rightSum = 11928
i: 15479, data[i]: 4, leftsum = 119140, rightSum = 11932
i: 15478, data[i]: 2, leftsum = 119138, rightSum = 11934
i: 15477, data[i]: 1, leftsum = 119137, rightSum = 11935
i: 15476, data[i]: 1, leftsum = 119136, rightSum = 11936
i: 15475, data[i]: 1, leftsum = 119135, rightSum = 11937
i: 15474, data[i]: 1, leftsum = 119134, rightSum = 11938
i: 15473, data[i]: 0, leftsum = 119134, rightSum = 11938
i: 15472, data[i]: 0, leftsum = 119134, rightSum = 11938
i: 15471, data[i]: 0, leftsum = 119134, rightSum = 11938
i: 15470, data[i]: 0, leftsum = 119134, rightSum = 11938
i: 15469, data[i]: 2, leftsum = 119132, rightSum = 11940
i: 15468, data[i]: 1, leftsum = 119131, rightSum = 11941
i: 15467, data[i]: 0, leftsum = 119131, rightSum = 11941
i: 15466, data[i]: 0, leftsum = 119131, rightSum = 11941
i: 15465, data[i]: 1, leftsum = 119130, rightSum = 11942
i: 15464, data[i]: 0, leftsum = 119130, rightSum = 11942
i: 15463, data[i]: 0, leftsum = 119130, rightSum = 11942
i: 15462, data[i]: 0, leftsum = 119130, rightSum = 11942
i: 15461, data[i]: 1, leftsum = 119129, rightSum = 11943
i: 15460, data[i]: 1, leftsum = 119128, rightSum = 11944
i: 15459, data[i]: 1, leftsum = 119127, rightSum = 11945
i: 15458, data[i]: 0, leftsum = 119127, rightSum = 11945
i: 15457, data[i]: 1, leftsum = 119126, rightSum = 11946
i: 15456, data[i]: 0, leftsum = 119126, rightSum = 11946
i: 15455, data[i]: 0, leftsum = 119126, rightSum = 11946
i: 15454, data[i]: 0, leftsum = 119126, rightSum = 11946
i: 15453, data[i]: 0, leftsum = 119126, rightSum = 11946
i: 15452, data[i]: 0, leftsum = 119126, rightSum = 11946
i: 15451, data[i]: 1, leftsum = 119125, rightSum = 11947
i: 15450, data[i]: 0, leftsum = 119125, rightSum = 11947
i: 15449, data[i]: 0, leftsum = 119125, rightSum = 11947
i: 15448, data[i]: 1, leftsum = 119124, rightSum = 11948
i: 15447, data[i]: 0, leftsum = 119124, rightSum = 11948
i: 15446, data[i]: 0, leftsum = 119124, rightSum = 11948
i: 15445, data[i]: 0, leftsum = 119124, rightSum = 11948
i: 15444, data[i]: 0, leftsum = 119124, rightSum = 11948
i: 15443, data[i]: 0, leftsum = 119124, rightSum = 11948
i: 15442, data[i]: 0, leftsum = 119124, rightSum = 11948
i: 15441, data[i]: 0, leftsum = 119124, rightSum = 11948
i: 15440, data[i]: 0, leftsum = 119124, rightSum = 11948
i: 15439, data[i]: 0, leftsum = 119124, rightSum = 11948
i: 15438, data[i]: 0, leftsum = 119124, rightSum = 11948
i: 15437, data[i]: 0, leftsum = 119124, rightSum = 11948
i: 15436, data[i]: 0, leftsum = 119124, rightSum = 11948
i: 15435, data[i]: 0, leftsum = 119124, rightSum = 11948
i: 15434, data[i]: 0, leftsum = 119124, rightSum = 11948
i: 15433, data[i]: 0, leftsum = 119124, rightSum = 11948
i: 15432, data[i]: 0, leftsum = 119124, rightSum = 11948
i: 15431, data[i]: 0, leftsum = 119124, rightSum = 11948
i: 15430, data[i]: 0, leftsum = 119124, rightSum = 11948
i: 15429, data[i]: 0, leftsum = 119124, rightSum = 11948
i: 15428, data[i]: 1, leftsum = 119123, rightSum = 11949
i: 15427, data[i]: 1, leftsum = 119122, rightSum = 11950
i: 15426, data[i]: 1, leftsum = 119121, rightSum = 11951
i: 15425, data[i]: 0, leftsum = 119121, rightSum = 11951
i: 15424, data[i]: 0, leftsum = 119121, rightSum = 11951
i: 15423, data[i]: 1, leftsum = 119120, rightSum = 11952
i: 15422, data[i]: 0, leftsum = 119120, rightSum = 11952
i: 15421, data[i]: 0, leftsum = 119120, rightSum = 11952
i: 15420, data[i]: 0, leftsum = 119120, rightSum = 11952
i: 15419, data[i]: 0, leftsum = 119120, rightSum = 11952
i: 15418, data[i]: 0, leftsum = 119120, rightSum = 11952
i: 15417, data[i]: 0, leftsum = 119120, rightSum = 11952
i: 15416, data[i]: 0, leftsum = 119120, rightSum = 11952
i: 15415, data[i]: 2, leftsum = 119118, rightSum = 11954
i: 15414, data[i]: 2, leftsum = 119116, rightSum = 11956
i: 15413, data[i]: 4, leftsum = 119112, rightSum = 11960
i: 15412, data[i]: 8, leftsum = 119104, rightSum = 11968
i: 15411, data[i]: 32, leftsum = 119072, rightSum = 12000
i: 15410, data[i]: 16, leftsum = 119056, rightSum = 12016
i: 15409, data[i]: 8, leftsum = 119048, rightSum = 12024
i: 15408, data[i]: 8, leftsum = 119040, rightSum = 12032
i: 15407, data[i]: 16, leftsum = 119024, rightSum = 12048
i: 15406, data[i]: 2, leftsum = 119022, rightSum = 12050
i: 15405, data[i]: 2, leftsum = 119020, rightSum = 12052
i: 15404, data[i]: 4, leftsum = 119016, rightSum = 12056
i: 15403, data[i]: 1, leftsum = 119015, rightSum = 12057
i: 15402, data[i]: 1, leftsum = 119014, rightSum = 12058
i: 15401, data[i]: 2, leftsum = 119012, rightSum = 12060
i: 15400, data[i]: 4, leftsum = 119008, rightSum = 12064
i: 15399, data[i]: 16, leftsum = 118992, rightSum = 12080
i: 15398, data[i]: 16, leftsum = 118976, rightSum = 12096
i: 15397, data[i]: 64, leftsum = 118912, rightSum = 12160
i: 15396, data[i]: 16, leftsum = 118896, rightSum = 12176
i: 15395, data[i]: 4, leftsum = 118892, rightSum = 12180
i: 15394, data[i]: 4, leftsum = 118888, rightSum = 12184
i: 15393, data[i]: 4, leftsum = 118884, rightSum = 12188
i: 15392, data[i]: 4, leftsum = 118880, rightSum = 12192
i: 15391, data[i]: 16, leftsum = 118864, rightSum = 12208
i: 15390, data[i]: 16, leftsum = 118848, rightSum = 12224
i: 15389, data[i]: 4, leftsum = 118844, rightSum = 12228
i: 15388, data[i]: 4, leftsum = 118840, rightSum = 12232
i: 15387, data[i]: 4, leftsum = 118836, rightSum = 12236
i: 15386, data[i]: 2, leftsum = 118834, rightSum = 12238
i: 15385, data[i]: 1, leftsum = 118833, rightSum = 12239
i: 15384, data[i]: 1, leftsum = 118832, rightSum = 12240
i: 15383, data[i]: 4, leftsum = 118828, rightSum = 12244
i: 15382, data[i]: 4, leftsum = 118824, rightSum = 12248
i: 15381, data[i]: 4, leftsum = 118820, rightSum = 12252
i: 15380, data[i]: 2, leftsum = 118818, rightSum = 12254
i: 15379, data[i]: 2, leftsum = 118816, rightSum = 12256
i: 15378, data[i]: 16, leftsum = 118800, rightSum = 12272
i: 15377, data[i]: 8, leftsum = 118792, rightSum = 12280
i: 15376, data[i]: 8, leftsum = 118784, rightSum = 12288
i: 15375, data[i]: 512, leftsum = 118272, rightSum = 12800
i: 15374, data[i]: 64, leftsum = 118208, rightSum = 12864
i: 15373, data[i]: 64, leftsum = 118144, rightSum = 12928
i: 15372, data[i]: 128, leftsum = 118016, rightSum = 13056
i: 15371, data[i]: 128, leftsum = 117888, rightSum = 13184
i: 15370, data[i]: 64, leftsum = 117824, rightSum = 13248
i: 15369, data[i]: 64, leftsum = 117760, rightSum = 13312
i: 15368, data[i]: 8, leftsum = 117752, rightSum = 13320
i: 15367, data[i]: 8, leftsum = 117744, rightSum = 13328
i: 15366, data[i]: 16, leftsum = 117728, rightSum = 13344
i: 15365, data[i]: 8, leftsum = 117720, rightSum = 13352
i: 15364, data[i]: 2, leftsum = 117718, rightSum = 13354
i: 15363, data[i]: 1, leftsum = 117717, rightSum = 13355
i: 15362, data[i]: 1, leftsum = 117716, rightSum = 13356
i: 15361, data[i]: 2, leftsum = 117714, rightSum = 13358
i: 15360, data[i]: 2, leftsum = 117712, rightSum = 13360
i: 15359, data[i]: 16, leftsum = 117696, rightSum = 13376
i: 15358, data[i]: 4, leftsum = 117692, rightSum = 13380
i: 15357, data[i]: 4, leftsum = 117688, rightSum = 13384
i: 15356, data[i]: 8, leftsum = 117680, rightSum = 13392
i: 15355, data[i]: 16, leftsum = 117664, rightSum = 13408
i: 15354, data[i]: 8, leftsum = 117656, rightSum = 13416
i: 15353, data[i]: 8, leftsum = 117648, rightSum = 13424
i: 15352, data[i]: 4, leftsum = 117644, rightSum = 13428
i: 15351, data[i]: 4, leftsum = 117640, rightSum = 13432
i: 15350, data[i]: 8, leftsum = 117632, rightSum = 13440
i: 15349, data[i]: 16, leftsum = 117616, rightSum = 13456
i: 15348, data[i]: 16, leftsum = 117600, rightSum = 13472
i: 15347, data[i]: 16, leftsum = 117584, rightSum = 13488
i: 15346, data[i]: 16, leftsum = 117568, rightSum = 13504
i: 15345, data[i]: 16, leftsum = 117552, rightSum = 13520
i: 15344, data[i]: 8, leftsum = 117544, rightSum = 13528
i: 15343, data[i]: 8, leftsum = 117536, rightSum = 13536
i: 15342, data[i]: 8, leftsum = 117528, rightSum = 13544
i: 15341, data[i]: 2, leftsum = 117526, rightSum = 13546
i: 15340, data[i]: 2, leftsum = 117524, rightSum = 13548
i: 15339, data[i]: 4, leftsum = 117520, rightSum = 13552
i: 15338, data[i]: 8, leftsum = 117512, rightSum = 13560
i: 15337, data[i]: 2, leftsum = 117510, rightSum = 13562
i: 15336, data[i]: 1, leftsum = 117509, rightSum = 13563
i: 15335, data[i]: 0, leftsum = 117509, rightSum = 13563
i: 15334, data[i]: 1, leftsum = 117508, rightSum = 13564
i: 15333, data[i]: 0, leftsum = 117508, rightSum = 13564
i: 15332, data[i]: 0, leftsum = 117508, rightSum = 13564
i: 15331, data[i]: 1, leftsum = 117507, rightSum = 13565
i: 15330, data[i]: 0, leftsum = 117507, rightSum = 13565
i: 15329, data[i]: 1, leftsum = 117506, rightSum = 13566
i: 15328, data[i]: 1, leftsum = 117505, rightSum = 13567
i: 15327, data[i]: 0, leftsum = 117505, rightSum = 13567
i: 15326, data[i]: 1, leftsum = 117504, rightSum = 13568
i: 15325, data[i]: 64, leftsum = 117440, rightSum = 13632
i: 15324, data[i]: 16, leftsum = 117424, rightSum = 13648
i: 15323, data[i]: 16, leftsum = 117408, rightSum = 13664
i: 15322, data[i]: 32, leftsum = 117376, rightSum = 13696
i: 15321, data[i]: 64, leftsum = 117312, rightSum = 13760
i: 15320, data[i]: 32, leftsum = 117280, rightSum = 13792
i: 15319, data[i]: 32, leftsum = 117248, rightSum = 13824
i: 15318, data[i]: 256, leftsum = 116992, rightSum = 14080
i: 15317, data[i]: 256, leftsum = 116736, rightSum = 14336
i: 15316, data[i]: 64, leftsum = 116672, rightSum = 14400
